FillText1: Rect(493.0, 80.0, 755.0, 94.0)
Date.0: Rect(36.07339859008789, 188.04998779296875, 108.22000122070312, 206.08700561523438)
CaseID.0: Rect(108.22000122070312, 188.04998779296875, 164.1959991455078, 206.08700561523438)
Consult.0: Rect(164.1959991455078, 188.04998779296875, 205.86700439453125, 206.08700561523438)
RepIRS.0: Rect(205.86700439453125, 188.04998779296875, 271.1719970703125, 206.08700561523438)
RepCourt.0: Rect(271.1719970703125, 188.04998779296875, 314.0870056152344, 206.08700561523438)
Filing.0: Rect(314.0870056152344, 188.04998779296875, 357.00201416015625, 206.08700561523438)
IRSappeal.0: Rect(357.00201416015625, 188.04998779296875, 406.75799560546875, 206.08700561523438)
Research.0: Rect(406.75799560546875, 188.04998779296875, 457.1369934082031, 206.08700561523438)
Translation.0: Rect(457.1369934082031, 188.04998779296875, 506.89300537109375, 206.08700561523438)
Outreach.0: Rect(506.89300537109375, 188.04998779296875, 557.27099609375, 206.08700561523438)
Clerical.0: Rect(557.27099609375, 188.04998779296875, 605.7839965820312, 206.08700561523438)
Rprep.0: Rect(605.7839965820312, 188.04998779296875, 656.1619873046875, 206.08700561523438)
Intake.0: Rect(656.1619873046875, 188.04998779296875, 705.9190063476562, 206.08700561523438)
Education.0: Rect(705.9190063476562, 188.04998779296875, 756.2969970703125, 206.08700561523438)
total.Consult: Rect(164.0, 550.0, 206.0, 572.8306274414062)
Total.RepIRS: Rect(206.0, 550.0, 271.0, 572.8306274414062)
Total.RepCourt: Rect(271.0, 550.0, 314.0, 572.8306274414062)
Date.1: Rect(36.07339859008789, 211.68399047851562, 108.22000122070312, 229.72100830078125)
Date.2: Rect(36.07339859008789, 236.3179931640625, 108.22000122070312, 254.35501098632812)
Date.3: Rect(36.07339859008789, 260.9530029296875, 108.22000122070312, 278.989013671875)
Date.4: Rect(36.07339859008789, 285.5870056152344, 108.22000122070312, 303.6239929199219)
Date.5: Rect(36.07339859008789, 309.22100830078125, 108.22000122070312, 327.25799560546875)
Date.6: Rect(36.07339859008789, 332.8559875488281, 108.22000122070312, 350.8919982910156)
Date.7: Rect(36.07339859008789, 358.489990234375, 108.22000122070312, 376.5269775390625)
Date.8: Rect(36.07339859008789, 382.1239929199219, 108.22000122070312, 400.1610107421875)
Date.9: Rect(36.07339859008789, 405.75799560546875, 108.22000122070312, 423.79498291015625)
Date.10: Rect(36.07339859008789, 429.39300537109375, 108.22000122070312, 447.42901611328125)
Date.11: Rect(36.07339859008789, 454.0269775390625, 108.22000122070312, 472.0639953613281)
Date.12: Rect(36.07339859008789, 477.6610107421875, 108.22000122070312, 495.697998046875)
Date.13: Rect(36.07339859008789, 501.2959899902344, 108.22000122070312, 519.3322143554688)
Date.14: Rect(36.07339859008789, 524.9298095703125, 108.22000122070312, 542.9664916992188)
CaseID.1: Rect(108.22000122070312, 211.68399047851562, 164.1959991455078, 229.72100830078125)
CaseID.2: Rect(108.22000122070312, 236.3179931640625, 164.1959991455078, 254.35501098632812)
CaseID.3: Rect(108.22000122070312, 260.9530029296875, 164.1959991455078, 278.989013671875)
CaseID.4: Rect(108.22000122070312, 285.5870056152344, 164.1959991455078, 303.6239929199219)
CaseID.5: Rect(108.22000122070312, 309.22100830078125, 164.1959991455078, 327.25799560546875)
CaseID.6: Rect(108.22000122070312, 332.8559875488281, 164.1959991455078, 350.8919982910156)
CaseID.7: Rect(108.22000122070312, 358.489990234375, 164.1959991455078, 376.5269775390625)
CaseID.8: Rect(108.22000122070312, 382.1239929199219, 164.1959991455078, 400.1610107421875)
CaseID.9: Rect(108.22000122070312, 405.75799560546875, 164.1959991455078, 423.79498291015625)
CaseID.10: Rect(108.22000122070312, 429.39300537109375, 164.1959991455078, 447.42901611328125)
CaseID.11: Rect(108.22000122070312, 454.0269775390625, 164.1959991455078, 472.0639953613281)
CaseID.12: Rect(108.22000122070312, 477.6610107421875, 164.1959991455078, 495.697998046875)
CaseID.13: Rect(108.22000122070312, 501.2959899902344, 164.1959991455078, 519.3322143554688)
CaseID.14: Rect(108.22000122070312, 524.9298095703125, 164.1959991455078, 542.9664916992188)
Consult.1: Rect(164.1959991455078, 211.68399047851562, 205.86700439453125, 229.72100830078125)
Consult.2: Rect(164.1959991455078, 236.3179931640625, 205.86700439453125, 254.35501098632812)
Consult.3: Rect(164.1959991455078, 260.9530029296875, 205.86700439453125, 278.989013671875)
Consult.4: Rect(164.1959991455078, 285.5870056152344, 205.86700439453125, 303.6239929199219)
Consult.5: Rect(164.1959991455078, 309.22100830078125, 205.86700439453125, 327.25799560546875)
Consult.6: Rect(164.1959991455078, 332.8559875488281, 205.86700439453125, 350.8919982910156)
Consult.7: Rect(164.1959991455078, 358.489990234375, 205.86700439453125, 376.5269775390625)
Consult.8: Rect(164.1959991455078, 382.1239929199219, 205.86700439453125, 400.1610107421875)
Consult.9: Rect(164.1959991455078, 405.75799560546875, 205.86700439453125, 423.79498291015625)
Consult.10: Rect(164.1959991455078, 429.39300537109375, 205.86700439453125, 447.42901611328125)
Consult.11: Rect(164.1959991455078, 454.0269775390625, 205.86700439453125, 472.0639953613281)
Consult.12: Rect(164.1959991455078, 477.6610107421875, 205.86700439453125, 495.697998046875)
Consult.13: Rect(164.1959991455078, 501.2959899902344, 205.86700439453125, 519.3322143554688)
Consult.14: Rect(164.1959991455078, 524.9298095703125, 205.86700439453125, 542.9664916992188)
RepIRS.1: Rect(205.86700439453125, 211.68399047851562, 271.1719970703125, 229.72100830078125)
