f1_001(0): Rect(68.1780014038086, 114.66998291015625, 458.5979919433594, 130.4000244140625)
f1_002(0): Rect(473.0580139160156, 114.66998291015625, 574.2779541015625, 130.91998291015625)
f1_003(0): Rect(68.1780014038086, 145.72998046875, 458.5979919433594, 156.739990234375)
f1_005(0): Rect(68.1780014038086, 168.47998046875, 458.5979919433594, 179.95001220703125)
f1_004(0): Rect(473.0580139160156, 168.47998046875, 574.2779541015625, 179.95001220703125)
f1_006(0): Rect(97.0979995727539, 253.89999389648438, 414.218017578125, 263.5899963378906)
f1_007(0): Rect(430.02801513671875, 253.89999389648438, 574.6279907226562, 263.5899963378906)
f1_001(0): Rect(68.1780014038086, 114.969970703125, 458.5979919433594, 130.70001220703125)
f1_002(0): Rect(473.0580139160156, 114.969970703125, 574.2779541015625, 131.219970703125)
f1_003(0): Rect(68.1780014038086, 146.030029296875, 458.5979919433594, 157.03997802734375)
f1_005(0): Rect(68.1780014038086, 168.780029296875, 458.5979919433594, 180.25)
f1_004(0): Rect(473.0580139160156, 168.780029296875, 574.2779541015625, 180.25)
f1_006(0): Rect(96.75799560546875, 254.1199951171875, 415.38800048828125, 263.80999755859375)
f1_007(0): Rect(425.38800048828125, 254.1199951171875, 574.91796875, 263.80999755859375)
f1_001(0): Rect(67.95800018310547, 114.66998291015625, 458.3780212402344, 130.4000244140625)
f1_002(0): Rect(472.8380126953125, 114.66998291015625, 574.0579833984375, 130.91998291015625)
f1_003(0): Rect(67.95800018310547, 145.72998046875, 458.3780212402344, 156.739990234375)
f1_005(0): Rect(67.95800018310547, 168.47998046875, 458.3780212402344, 179.95001220703125)
f1_004(0): Rect(472.8380126953125, 168.47998046875, 574.0579833984375, 179.95001220703125)
f1_006(0): Rect(96.87799835205078, 253.89999389648438, 408.7080078125, 263.1499938964844)
f1_007(0): Rect(423.7279968261719, 253.89999389648438, 573.5879516601562, 263.1499938964844)
f1_001(0): Rect(67.95800018310547, 115.07000732421875, 458.3780212402344, 130.79998779296875)
f1_002(0): Rect(472.8380126953125, 115.07000732421875, 574.0579833984375, 131.32000732421875)
f1_003(0): Rect(67.95800018310547, 146.1300048828125, 458.3780212402344, 157.1400146484375)
f1_005(0): Rect(67.95800018310547, 168.8800048828125, 458.3780212402344, 180.3499755859375)
f1_004(0): Rect(472.8380126953125, 168.8800048828125, 574.0579833984375, 180.3499755859375)
f1_006(0): Rect(96.87799835205078, 254.0, 400.3680114746094, 263.2300109863281)
f1_007(0): Rect(425.3080139160156, 254.0, 574.8379516601562, 263.2300109863281)
